Canton,Genero,Edad,Zona(Urbana/Rural),Dependiente,Casa en buen estado,Casa Hacinada,Alfabeta,Promedio de escolaridad,Asistencia a eduacion regular,En la fuerza de trabajo,Asegurado,Poblacion nacida en el extranjero,Discapacitado,Jefe de hogar,Poblacion Total(Canton),Superficie(Canton),Densidad(Canton),Viviendas ocupadas(Canton),Promedio de ocupantes por vivienda(Canton),Voto1R,Voto2R,Usado en entrenamiento,Prediccion1R,Prediccion2R,Prediccion2R1R
BARVA,M,48,URBANA,NO,SI,SI,SI,10.9,NO,SI,SI,NO,NO,HOMBRE,"40,660",53.8,756,"11,291",3.59,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ESCAZU,F,31,URBANA,NO,SI,NO,SI,11.4,NO,SI,SI,SI,NO,HOMBRE,"56,509",34.5,1638,"16,565",3.4,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SANTA CRUZ,M,39,URBANA,NO,NO,NO,SI,9.5,NO,SI,SI,NO,SI,MUJER,"55,104",1312.3,42,"16,645",3.31,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
DESAMPARADOS,F,39,RURAL,NO,NO,NO,SI,9.6,NO,NO,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ESCAZU,M,37,URBANA,NO,SI,NO,SI,11.4,NO,SI,SI,NO,NO,HOMBRE,"56,509",34.5,1638,"16,565",3.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
COTO BRUS,M,84,RURAL,SI,NO,NO,SI,4.6,NO,SI,SI,NO,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,F,28,URBANA,NO,NO,NO,SI,9.4,NO,SI,NO,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,M,22,URBANA,NO,NO,NO,SI,11.7,SI,SI,SI,SI,SI,HOMBRE,"56,919",28.6,1989,"16,874",3.36,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
TURRIALBA,F,31,URBANA,NO,NO,NO,SI,8.3,NO,NO,NO,NO,NO,HOMBRE,"69,616",1642.7,42,"20,453",3.4,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,F,35,URBANA,NO,SI,NO,SI,10.3,NO,NO,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,F,44,URBANA,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,MUJER,"57,743",411.9,140,"14,626",3.94,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,F,29,URBANA,NO,SI,NO,SI,10.6,NO,SI,SI,NO,NO,HOMBRE,"45,965",48.4,950,"12,957",3.54,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,M,50,URBANA,NO,SI,NO,SI,9.7,NO,NO,SI,NO,NO,HOMBRE,"27,671",7.5,3675,"8,006",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
BUENOS AIRES,F,62,RURAL,NO,NO,NO,SI,4.4,NO,NO,SI,NO,NO,HOMBRE,"45,244",2384.2,19,"12,205",3.7,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
CARRILLO,F,48,RURAL,NO,SI,NO,NO,8.8,NO,NO,SI,NO,NO,HOMBRE,"37,122",577.5,64,"10,141",3.65,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
GARABITO,F,19,RURAL,NO,SI,NO,SI,7.9,NO,NO,SI,NO,NO,HOMBRE,"17,229",316.3,54,"5,313",3.24,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELITA,M,47,URBANA,NO,SI,NO,SI,8.7,NO,SI,SI,SI,NO,HOMBRE,"77,603",21.2,3666,"19,832",3.91,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ESCAZU,F,18,URBANA,NO,SI,NO,SI,11.4,NO,NO,SI,NO,NO,MUJER,"56,509",34.5,1638,"16,565",3.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,F,33,URBANA,NO,NO,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"57,743",411.9,140,"14,626",3.94,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,M,62,URBANA,NO,SI,NO,SI,8.4,SI,SI,SI,NO,NO,HOMBRE,"60,486",222.2,272,"17,155",3.52,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,F,26,URBANA,NO,NO,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"57,743",411.9,140,"14,626",3.94,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
COTO BRUS,M,64,RURAL,NO,NO,NO,SI,4.6,NO,SI,SI,NO,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
DESAMPARADOS,F,29,URBANA,NO,NO,NO,SI,9.6,NO,NO,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ESCAZU,F,46,URBANA,NO,SI,NO,SI,11.4,NO,SI,SI,SI,NO,HOMBRE,"56,509",34.5,1638,"16,565",3.4,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALVARADO,F,28,RURAL,NO,NO,NO,SI,7.3,NO,NO,SI,NO,NO,COMPARTIDO,"14,312",81.1,177,"3,612",3.95,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,F,32,URBANA,NO,NO,NO,SI,10.3,NO,NO,SI,SI,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CANAS,M,27,URBANA,NO,SI,SI,SI,8.3,NO,NO,NO,NO,NO,HOMBRE,"26,201",682.2,38,"7,172",3.65,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ESPARZA,M,46,RURAL,NO,SI,NO,SI,9.2,NO,SI,SI,NO,NO,HOMBRE,"28,644",216.8,132,"8,435",3.39,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PALMARES,F,32,URBANA,NO,SI,NO,SI,9.5,NO,NO,NO,NO,NO,COMPARTIDO,"34,716",38.1,912,"9,657",3.58,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,F,44,URBANA,NO,SI,NO,SI,7.6,NO,NO,SI,NO,NO,HOMBRE,"125,962",2403.5,52,"36,238",3.46,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
LIMON,M,43,RURAL,NO,NO,NO,SI,8.7,SI,SI,SI,NO,NO,MUJER,"94,415",1765.8,53,"26,666",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,F,27,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,M,35,URBANA,NO,SI,NO,SI,12,NO,NO,SI,NO,NO,MUJER,"27,671",7.5,3675,"8,006",3.44,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
BAGACES,F,54,RURAL,NO,SI,NO,SI,5.4,NO,NO,SI,NO,NO,COMPARTIDO,"19,536",1273.5,15,"5,615",3.48,FRENTE AMPLIO,RESTAURACION NACIONAL,SI,FRENTE AMPLIO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SANTA BARBARA,F,41,URBANA,NO,SI,NO,SI,9.6,NO,NO,SI,NO,NO,HOMBRE,"36,243",53.2,681,"10,107",3.58,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SIQUIRRES,F,39,URBANA,NO,NO,NO,SI,7.2,NO,NO,SI,NO,NO,HOMBRE,"56,786",860.2,66,"16,206",3.49,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CURRIDABAT,F,23,URBANA,NO,NO,NO,SI,11.3,NO,NO,SI,NO,NO,HOMBRE,"65,206",15.9,4088,"19,146",3.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA BARBARA,M,60,URBANA,NO,SI,NO,SI,7.2,NO,NO,SI,NO,NO,MUJER,"36,243",53.2,681,"10,107",3.58,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,F,37,RURAL,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,M,39,URBANA,NO,NO,NO,SI,10.3,NO,NO,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,M,20,URBANA,NO,SI,SI,SI,8.1,NO,SI,SI,NO,SI,MUJER,"134,534",1905.5,71,"38,508",3.48,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA CRUZ,M,28,URBANA,NO,SI,NO,SI,9.5,SI,SI,SI,SI,NO,HOMBRE,"55,104",1312.3,42,"16,645",3.31,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,F,43,URBANA,NO,SI,SI,SI,9.6,NO,NO,SI,NO,NO,MUJER,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PEREZ ZELEDON,M,60,RURAL,NO,NO,NO,SI,5.8,NO,SI,SI,NO,NO,MUJER,"134,534",1905.5,71,"38,508",3.48,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,F,20,URBANA,NO,SI,NO,SI,10.2,NO,SI,SI,NO,NO,COMPARTIDO,"99,399",44.8,2217,"26,979",3.67,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CARTAGO,M,56,URBANA,NO,SI,NO,SI,7.6,NO,NO,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN PABLO,M,21,URBANA,NO,SI,NO,SI,12,SI,SI,NO,NO,NO,HOMBRE,"27,671",7.5,3675,"8,006",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
COTO BRUS,M,57,RURAL,NO,NO,NO,NO,4.6,NO,SI,SI,SI,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,M,56,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,NO,MUJER,"45,965",48.4,950,"12,957",3.54,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,M,94,URBANA,NO,NO,NO,SI,6.6,NO,NO,SI,NO,NO,HOMBRE,"76,898",395.7,194,"21,709",3.53,NULO,BLANCO,SI,NULO,BLANCO,BLANCO
SIQUIRRES,M,71,URBANA,NO,NO,NO,SI,5.2,NO,SI,SI,NO,SI,MUJER,"56,786",860.2,66,"16,206",3.49,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
CARRILLO,F,51,URBANA,NO,SI,NO,SI,7,NO,NO,SI,SI,NO,HOMBRE,"37,122",577.5,64,"10,141",3.65,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,M,58,URBANA,NO,SI,NO,SI,9.2,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,M,58,URBANA,NO,NO,NO,SI,9.2,NO,SI,SI,SI,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LIBERIA,M,49,URBANA,NO,SI,NO,SI,9.4,NO,SI,SI,NO,NO,HOMBRE,"62,987",1436.5,44,"16,577",3.75,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,M,51,URBANA,NO,SI,NO,SI,8.7,SI,SI,SI,NO,NO,HOMBRE,"115,084",31.5,3653,"32,520",3.53,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,LIBERACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
ASERRI,F,60,URBANA,NO,SI,NO,SI,6.4,NO,NO,SI,NO,NO,HOMBRE,"57,892",167.1,346,"16,120",3.59,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,M,47,URBANA,NO,SI,NO,SI,11.2,NO,SI,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
ASERRI,F,21,URBANA,NO,SI,NO,SI,8.7,NO,NO,SI,NO,SI,MUJER,"57,892",167.1,346,"16,120",3.59,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARRILLO,F,43,RURAL,NO,SI,NO,SI,8.8,SI,SI,SI,NO,NO,HOMBRE,"37,122",577.5,64,"10,141",3.65,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTO DOMINGO,F,49,URBANA,NO,SI,NO,SI,11.2,NO,NO,SI,NO,NO,HOMBRE,"40,072",24.8,1613,"11,496",3.48,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
TURRIALBA,F,20,RURAL,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,COMPARTIDO,"69,616",1642.7,42,"20,453",3.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,M,36,URBANA,NO,SI,NO,SI,10.2,NO,SI,SI,NO,NO,HOMBRE,"99,399",44.8,2217,"26,979",3.67,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PUNTARENAS,F,42,URBANA,NO,NO,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,SI,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,RESTAURACION NACIONAL
BELEN,F,58,URBANA,NO,SI,NO,SI,8.7,NO,NO,SI,NO,NO,COMPARTIDO,"21,633",12.1,1780,"6,011",3.59,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ACOSTA,F,50,RURAL,NO,NO,NO,SI,5,SI,NO,NO,NO,SI,HOMBRE,"20,209",342.2,59,"5,871",3.44,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,M,38,URBANA,NO,NO,NO,SI,9.6,NO,SI,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LA UNION,F,20,URBANA,NO,SI,NO,SI,10.2,NO,SI,SI,NO,SI,COMPARTIDO,"99,399",44.8,2217,"26,979",3.67,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN RAMON,F,81,URBANA,NO,SI,NO,SI,6.9,NO,NO,SI,NO,NO,HOMBRE,"80,566",1018.6,79,"23,301",3.44,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LIBERIA,M,33,URBANA,NO,NO,NO,SI,9.4,NO,NO,SI,SI,NO,HOMBRE,"62,987",1436.5,44,"16,577",3.75,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,M,19,URBANA,NO,SI,NO,SI,10.3,NO,NO,SI,NO,SI,HOMBRE,"288,054",44.6,6456,"81,903",3.5,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,SI,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,M,87,RURAL,SI,SI,NO,SI,5.8,NO,SI,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
QUEPOS,M,33,URBANA,NO,SI,NO,SI,7.8,NO,SI,NO,NO,NO,HOMBRE,"26,861",543.8,49,"8,094",3.32,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,INTEGRACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SANTA BARBARA,F,77,URBANA,SI,SI,NO,SI,7.2,NO,SI,NO,NO,NO,COMPARTIDO,"36,243",53.2,681,"10,107",3.58,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,SI,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,ACCION CIUDADANA
NARANJO,F,30,RURAL,NO,NO,NO,SI,8.5,NO,NO,SI,NO,NO,HOMBRE,"42,713",126.6,337,"11,678",3.65,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN PABLO,M,40,URBANA,NO,SI,NO,SI,12,NO,NO,SI,NO,NO,COMPARTIDO,"27,671",7.5,3675,"8,006",3.44,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,87,URBANA,SI,SI,NO,SI,9.3,NO,NO,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BUENOS AIRES,F,52,URBANA,NO,NO,SI,SI,4.4,NO,SI,SI,NO,NO,HOMBRE,"45,244",2384.2,19,"12,205",3.7,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
POAS,F,40,RURAL,NO,NO,NO,SI,8.3,NO,NO,NO,NO,NO,HOMBRE,"29,199",73.8,395,"7,906",3.69,LIBERACION NACIONAL,NULO,SI,LIBERACION NACIONAL,NULO,NULO
GRECIA,F,18,URBANA,NO,SI,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"76,898",395.7,194,"21,709",3.53,LIBERACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
LIBERIA,F,48,RURAL,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,MUJER,"62,987",1436.5,44,"16,577",3.75,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN RAMON,F,60,URBANA,NO,SI,NO,SI,6.9,NO,SI,SI,NO,NO,MUJER,"80,566",1018.6,79,"23,301",3.44,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,M,22,URBANA,NO,NO,NO,SI,10.5,SI,SI,SI,NO,SI,MUJER,"115,084",31.5,3653,"32,520",3.53,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,SI,RENOVACION COSTARRICENSE,RESTAURACION NACIONAL,RESTAURACION NACIONAL
CARTAGO,F,32,URBANA,NO,NO,NO,SI,9.8,NO,NO,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,F,29,URBANA,NO,NO,NO,SI,10.8,NO,SI,SI,SI,NO,HOMBRE,"60,486",222.2,272,"17,155",3.52,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN JOSE,F,61,URBANA,NO,SI,NO,SI,9.2,NO,NO,SI,NO,NO,HOMBRE,"288,054",44.6,6456,"81,903",3.5,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PEREZ ZELEDON,F,63,RURAL,NO,NO,NO,SI,5.8,NO,NO,SI,NO,SI,HOMBRE,"134,534",1905.5,71,"38,508",3.48,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
MORAVIA,M,23,URBANA,NO,SI,NO,SI,11.7,NO,NO,SI,NO,NO,HOMBRE,"56,919",28.6,1989,"16,874",3.36,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PALMARES,M,19,URBANA,NO,NO,NO,SI,9.5,NO,NO,SI,NO,NO,COMPARTIDO,"34,716",38.1,912,"9,657",3.58,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN ISIDRO,M,34,URBANA,NO,SI,NO,SI,10.5,NO,SI,NO,NO,NO,HOMBRE,"20,633",27,765,"5,807",3.54,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,INTEGRACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,M,33,URBANA,NO,SI,NO,SI,11.1,NO,NO,SI,NO,NO,MUJER,"64,842",8.1,7956,"19,160",3.38,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,F,42,URBANA,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
LA UNION,F,36,URBANA,NO,NO,NO,SI,10.2,NO,NO,SI,NO,NO,MUJER,"99,399",44.8,2217,"26,979",3.67,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,F,29,URBANA,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
