Canton,Genero,Edad,Zona(Urbana/Rural),Dependiente,Casa en buen estado,Casa Hacinada,Alfabeta,Promedio de escolaridad,Asistencia a eduacion regular,En la fuerza de trabajo,Asegurado,Poblacion nacida en el extranjero,Discapacitado,Jefe de hogar,Poblacion Total(Canton),Superficie(Canton),Densidad(Canton),Viviendas ocupadas(Canton),Promedio de ocupantes por vivienda(Canton),Voto1R,Voto2R,Usado en entrenamiento,Prediccion1R,Prediccion2R,Prediccion2R1R
ALAJUELA,M,59,URBANA,NO,SI,NO,SI,7.4,NO,SI,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
COTO BRUS,F,49,RURAL,NO,NO,NO,SI,7.4,NO,SI,SI,NO,NO,HOMBRE,"38,453",933.9,41,"10,936",3.5,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
NARANJO,M,19,RURAL,NO,SI,NO,SI,8.5,SI,NO,SI,NO,NO,HOMBRE,"42,713",126.6,337,"11,678",3.65,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,F,40,URBANA,NO,NO,SI,SI,9.6,NO,NO,SI,NO,NO,COMPARTIDO,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
NICOYA,F,18,URBANA,NO,NO,SI,SI,9,NO,NO,SI,NO,NO,MUJER,"50,825",1333.7,38,"15,038",3.38,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
QUEPOS,M,82,URBANA,NO,SI,NO,SI,6.3,NO,NO,NO,NO,NO,HOMBRE,"26,861",543.8,49,"8,094",3.32,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
HEREDIA,F,48,URBANA,NO,SI,NO,SI,11.2,NO,SI,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POCOCI,F,37,RURAL,NO,SI,NO,SI,7.6,NO,NO,SI,NO,NO,HOMBRE,"125,962",2403.5,52,"36,238",3.46,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
DESAMPARADOS,M,48,URBANA,NO,SI,NO,SI,9.6,NO,SI,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,F,21,URBANA,NO,SI,NO,SI,10.9,NO,SI,SI,NO,NO,HOMBRE,"40,660",53.8,756,"11,291",3.59,RENOVACION COSTARRICENSE,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BUENOS AIRES,M,42,RURAL,NO,SI,NO,SI,6.7,NO,SI,SI,NO,NO,MUJER,"45,244",2384.2,19,"12,205",3.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN CARLOS,F,68,RURAL,NO,SI,NO,SI,5.6,NO,NO,SI,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
MORA,F,65,URBANA,SI,SI,NO,SI,7.3,NO,NO,SI,NO,NO,MUJER,"26,294",162,162,"7,782",3.38,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,F,44,URBANA,NO,NO,NO,SI,10.3,NO,NO,NO,NO,NO,COMPARTIDO,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PALMARES,F,44,RURAL,NO,NO,NO,SI,9.5,NO,SI,SI,NO,NO,HOMBRE,"34,716",38.1,912,"9,657",3.58,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,M,46,RURAL,NO,NO,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,ACCION CIUDADANA
DESAMPARADOS,F,43,URBANA,NO,NO,NO,SI,9.6,NO,SI,SI,NO,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TURRIALBA,M,57,RURAL,NO,NO,NO,SI,6,NO,SI,SI,NO,NO,HOMBRE,"69,616",1642.7,42,"20,453",3.4,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,M,60,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,SI,MUJER,"45,965",48.4,950,"12,957",3.54,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VALVERDE VEGA,F,22,RURAL,NO,SI,NO,SI,8.2,SI,NO,SI,NO,NO,HOMBRE,"18,085",120.3,150,"5,054",3.57,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
SARAPIQUI,F,53,RURAL,NO,NO,NO,SI,4.6,SI,NO,SI,NO,NO,HOMBRE,"57,147",2140.5,27,"15,768",3.6,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ATENAS,M,42,URBANA,NO,SI,NO,SI,9.4,NO,NO,SI,NO,NO,HOMBRE,"25,460",127.2,200,"7,472",3.41,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
GOICOECHEA,F,63,URBANA,NO,NO,NO,SI,8.7,NO,SI,NO,NO,NO,HOMBRE,"115,084",31.5,3653,"32,520",3.53,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LIMON,M,56,URBANA,NO,NO,NO,SI,7,NO,SI,SI,NO,NO,MUJER,"94,415",1765.8,53,"26,666",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LIMON,F,54,URBANA,NO,NO,NO,SI,7,NO,SI,SI,NO,NO,MUJER,"94,415",1765.8,53,"26,666",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,F,50,URBANA,NO,NO,NO,SI,7.4,NO,NO,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,F,19,URBANA,NO,NO,NO,SI,8.7,SI,NO,SI,NO,NO,MUJER,"57,892",167.1,346,"16,120",3.59,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
OREAMUNO,F,26,URBANA,NO,NO,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"45,473",201.3,226,"11,232",4.04,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN ISIDRO,M,100,URBANA,NO,SI,NO,SI,8.2,NO,SI,SI,NO,NO,MUJER,"20,633",27,765,"5,807",3.54,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN ISIDRO,M,53,URBANA,NO,NO,NO,SI,8.2,NO,NO,SI,NO,SI,MUJER,"20,633",27,765,"5,807",3.54,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SIQUIRRES,M,56,RURAL,NO,SI,NO,SI,5.2,SI,NO,SI,NO,NO,MUJER,"56,786",860.2,66,"16,206",3.49,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,F,54,URBANA,NO,NO,NO,SI,7.6,NO,NO,SI,NO,NO,HOMBRE,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
POAS,M,52,RURAL,NO,NO,SI,SI,5.9,NO,SI,SI,SI,NO,HOMBRE,"29,199",73.8,395,"7,906",3.69,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,F,42,URBANA,NO,SI,NO,SI,10.2,NO,SI,SI,NO,NO,MUJER,"99,399",44.8,2217,"26,979",3.67,ACCION CIUDADANA,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
BAGACES,M,25,URBANA,NO,NO,NO,SI,7.8,NO,SI,NO,NO,NO,HOMBRE,"19,536",1273.5,15,"5,615",3.48,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,F,49,URBANA,NO,SI,SI,SI,10.3,SI,NO,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,ALIANZA DEMOCRATA CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,M,40,URBANA,NO,NO,NO,SI,10.3,NO,SI,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,M,58,URBANA,NO,SI,NO,SI,9.3,NO,SI,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,M,45,URBANA,NO,SI,NO,SI,10.2,NO,NO,SI,SI,NO,MUJER,"99,399",44.8,2217,"26,979",3.67,ACCION CIUDADANA,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,M,44,URBANA,NO,NO,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LA UNION,M,42,URBANA,NO,NO,NO,SI,10.2,NO,NO,SI,NO,NO,HOMBRE,"99,399",44.8,2217,"26,979",3.67,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MATINA,F,20,URBANA,NO,NO,NO,SI,6.7,NO,NO,SI,NO,NO,HOMBRE,"37,721",772.6,49,"10,410",3.59,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
PARRITA,F,32,RURAL,NO,SI,NO,SI,7.3,NO,NO,SI,NO,NO,HOMBRE,"16,115",478.8,34,"4,833",3.32,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,49,URBANA,NO,SI,NO,SI,11.1,NO,SI,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,INTEGRACION NACIONAL,NULO,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
VAZQUEZ DE CORONADO,M,31,URBANA,NO,NO,NO,SI,10.8,NO,NO,SI,NO,NO,HOMBRE,"60,486",222.2,272,"17,155",3.52,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTO DOMINGO,M,51,URBANA,NO,NO,NO,SI,9.2,NO,SI,SI,NO,NO,HOMBRE,"40,072",24.8,1613,"11,496",3.48,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORAVIA,M,60,URBANA,NO,SI,NO,SI,10.1,NO,SI,SI,NO,NO,HOMBRE,"56,919",28.6,1989,"16,874",3.36,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TARRAZU,F,49,URBANA,NO,SI,NO,SI,7.5,NO,NO,SI,NO,NO,HOMBRE,"16,280",297.5,55,"4,551",3.58,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
ASERRI,F,34,URBANA,NO,SI,NO,SI,8.7,NO,NO,NO,NO,NO,MUJER,"57,892",167.1,346,"16,120",3.59,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GRECIA,F,22,URBANA,NO,NO,NO,SI,8.8,NO,NO,SI,NO,NO,HOMBRE,"76,898",395.7,194,"21,709",3.53,ACCION CIUDADANA,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
TALAMANCA,M,40,RURAL,NO,SI,NO,SI,6.9,NO,SI,SI,NO,NO,HOMBRE,"30,712",2809.9,11,"7,999",3.83,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ATENAS,M,64,RURAL,NO,NO,NO,SI,7.3,NO,SI,SI,NO,NO,HOMBRE,"25,460",127.2,200,"7,472",3.41,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,F,31,URBANA,NO,SI,NO,SI,10.6,NO,NO,SI,NO,NO,HOMBRE,"45,965",48.4,950,"12,957",3.54,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PUNTARENAS,F,31,URBANA,NO,SI,SI,SI,8.3,NO,NO,NO,NO,NO,HOMBRE,"115,019",1842.3,62,"33,228",3.44,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
SAN JOSE,F,34,URBANA,NO,NO,NO,SI,10.3,SI,NO,SI,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,85,URBANA,NO,SI,NO,SI,9.3,NO,SI,SI,NO,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GOLFITO,M,31,RURAL,NO,NO,NO,SI,7.8,NO,SI,SI,NO,NO,MUJER,"39,150",1754,22,"11,576",3.37,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
LIMON,F,59,URBANA,NO,NO,NO,SI,7,NO,NO,SI,NO,NO,MUJER,"94,415",1765.8,53,"26,666",3.52,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
SAN CARLOS,F,26,URBANA,NO,SI,NO,SI,7.6,NO,NO,SI,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,M,56,URBANA,NO,NO,NO,SI,7.7,NO,SI,SI,SI,SI,HOMBRE,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,F,100,URBANA,SI,SI,NO,SI,10.4,NO,SI,SI,NO,NO,MUJER,"65,206",15.9,4088,"19,146",3.4,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
PEREZ ZELEDON,F,26,URBANA,NO,SI,NO,SI,8.1,NO,NO,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,F,103,URBANA,NO,SI,NO,SI,7.7,NO,NO,SI,SI,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,M,34,URBANA,NO,SI,NO,SI,11.2,NO,SI,SI,NO,NO,HOMBRE,"123,616",282.6,437,"35,216",3.5,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,M,23,URBANA,NO,SI,NO,SI,8.1,SI,SI,SI,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,M,27,URBANA,NO,SI,NO,SI,10.2,SI,SI,SI,NO,NO,HOMBRE,"99,399",44.8,2217,"26,979",3.67,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
MORA,M,47,URBANA,NO,SI,NO,SI,9.9,NO,SI,NO,NO,NO,MUJER,"26,294",162,162,"7,782",3.38,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,M,41,URBANA,NO,SI,NO,SI,11.3,NO,SI,SI,NO,SI,MUJER,"65,206",15.9,4088,"19,146",3.4,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
BARVA,M,54,URBANA,NO,NO,NO,SI,8.8,NO,SI,SI,NO,NO,MUJER,"40,660",53.8,756,"11,291",3.59,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,F,24,URBANA,NO,SI,NO,SI,10.2,NO,NO,SI,SI,SI,MUJER,"99,399",44.8,2217,"26,979",3.67,RENOVACION COSTARRICENSE,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
LA UNION,M,44,URBANA,NO,NO,NO,SI,10.2,NO,SI,NO,NO,NO,MUJER,"99,399",44.8,2217,"26,979",3.67,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
CURRIDABAT,M,22,URBANA,NO,SI,NO,SI,11.3,SI,SI,NO,NO,NO,MUJER,"65,206",15.9,4088,"19,146",3.4,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ESCAZU,F,33,URBANA,NO,SI,NO,SI,11.4,NO,NO,SI,NO,NO,HOMBRE,"56,509",34.5,1638,"16,565",3.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELA,M,62,URBANA,NO,SI,NO,SI,7.4,NO,NO,SI,NO,NO,MUJER,"254,886",388.4,656,"72,031",3.49,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PEREZ ZELEDON,M,34,URBANA,NO,SI,NO,SI,8.1,NO,SI,NO,NO,NO,HOMBRE,"134,534",1905.5,71,"38,508",3.48,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
MORA,F,62,RURAL,NO,NO,NO,SI,7.3,NO,SI,SI,NO,NO,MUJER,"26,294",162,162,"7,782",3.38,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SANTA CRUZ,M,54,URBANA,NO,NO,NO,SI,7.4,NO,SI,SI,NO,NO,MUJER,"55,104",1312.3,42,"16,645",3.31,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN PABLO,F,31,URBANA,NO,SI,NO,SI,12,NO,SI,SI,NO,SI,HOMBRE,"27,671",7.5,3675,"8,006",3.44,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
UPALA,M,28,RURAL,NO,NO,NO,SI,7,NO,SI,SI,NO,NO,HOMBRE,"43,953",1580.7,28,"11,518",3.81,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,RESTAURACION NACIONAL,RESTAURACION NACIONAL
ALAJUELA,F,55,RURAL,NO,SI,NO,SI,7.4,NO,NO,SI,NO,NO,HOMBRE,"254,886",388.4,656,"72,031",3.49,ACCION CIUDADANA,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
HEREDIA,M,76,URBANA,SI,SI,NO,SI,9.4,NO,SI,SI,NO,NO,COMPARTIDO,"123,616",282.6,437,"35,216",3.5,MOVIMIENTO LIBERTARIO,RESTAURACION NACIONAL,SI,LIBERACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
CARTAGO,M,59,URBANA,NO,SI,NO,SI,7.6,NO,SI,SI,NO,NO,MUJER,"147,898",287.8,514,"38,618",3.8,ACCION CIUDADANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
TIBAS,F,63,URBANA,NO,SI,NO,SI,9.3,NO,NO,SI,SI,NO,HOMBRE,"64,842",8.1,7956,"19,160",3.38,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELITA,F,34,URBANA,NO,NO,NO,SI,8.7,NO,SI,SI,NO,NO,HOMBRE,"77,603",21.2,3666,"19,832",3.91,LIBERACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
TIBAS,F,30,URBANA,NO,SI,NO,SI,11.1,NO,SI,SI,NO,NO,MUJER,"64,842",8.1,7956,"19,160",3.38,MOVIMIENTO LIBERTARIO,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN JOSE,M,89,URBANA,NO,NO,NO,SI,9.2,NO,NO,NO,NO,NO,MUJER,"288,054",44.6,6456,"81,903",3.5,LIBERACION NACIONAL,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
ALAJUELITA,F,56,URBANA,NO,SI,NO,SI,6.6,NO,SI,SI,NO,NO,HOMBRE,"77,603",21.2,3666,"19,832",3.91,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,RESTAURACION NACIONAL
MORAVIA,M,73,URBANA,SI,SI,NO,SI,10.1,NO,SI,SI,NO,NO,HOMBRE,"56,919",28.6,1989,"16,874",3.36,INTEGRACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,RESTAURACION NACIONAL
MONTES DE OCA,F,90,URBANA,NO,NO,NO,SI,11.2,NO,NO,SI,NO,NO,MUJER,"49,132",15.2,3241,"16,589",2.94,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
SAN RAFAEL,F,59,URBANA,NO,SI,NO,SI,8.3,NO,NO,SI,NO,NO,HOMBRE,"45,965",48.4,950,"12,957",3.54,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
DESAMPARADOS,F,31,URBANA,NO,SI,NO,SI,9.6,NO,SI,SI,SI,NO,HOMBRE,"208,411",118.3,1762,"57,355",3.62,ACCION CIUDADANA,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
SAN CARLOS,F,18,URBANA,NO,SI,NO,SI,7.6,SI,NO,NO,NO,NO,HOMBRE,"163,745",3348,49,"44,966",3.62,INTEGRACION NACIONAL,ACCION CIUDADANA,SI,RESTAURACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
PALMARES,M,37,URBANA,NO,NO,NO,SI,9.5,NO,SI,NO,NO,NO,MUJER,"34,716",38.1,912,"9,657",3.58,LIBERACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
GOICOECHEA,F,43,URBANA,NO,SI,NO,SI,10.5,NO,NO,SI,NO,NO,HOMBRE,"115,084",31.5,3653,"32,520",3.53,RESTAURACION NACIONAL,ACCION CIUDADANA,SI,LIBERACION NACIONAL,ACCION CIUDADANA,ACCION CIUDADANA
MORA,F,29,URBANA,NO,SI,NO,SI,9.9,NO,NO,SI,NO,NO,HOMBRE,"26,294",162,162,"7,782",3.38,ACCION CIUDADANA,ACCION CIUDADANA,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
PARAISO,M,38,URBANA,NO,SI,NO,SI,8.3,NO,SI,SI,NO,NO,HOMBRE,"57,743",411.9,140,"14,626",3.94,RESTAURACION NACIONAL,RESTAURACION NACIONAL,SI,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
